test	1	Mouser	78-VS-4EGH06-M3/5BT
test	1	Mouser	512-FQU1N80TU
test	1	Mouser	512-FDMS86252L
test	1	Mouser	511-STL6N2VH5
test	1	Mouser	667-SK8403160L
test	1	Mouser	512-FDMS8680
test	1	Mouser	667-SK8603160L
test	1	Mouser	78-VS-4ECU06-M3/9AT
test	1	Mouser	512-FDMC8296
test	1	Mouser	78-VS-5ECH06-M3/9AT
test	1	Mouser	78-SI7101DN-T1-GE3
test	1	Mouser	511-STL6N3LLH6
test	1	Mouser	863-ESD8040MUTAG
test	1	Mouser	512-FDMS36101L_F085
test	1	Mouser	78-SIR688DP-T1-GE3
test	1	Mouser	512-FDD6030L
test	1	Farnell	2347864
test	1	Farnell	1565198
test	1	Farnell	993190
test	1	Farnell	635730
test	1	Farnell	635789
test	1	Farnell	635777
test	1	Farnell	1608536
test	1	Farnell	1684847
test	1	Farnell	2310205
test	1	Farnell	2346533
test	1	Farnell	2342136
test	5	Farnell	1144640
test	1	Farnell	2342086
test	1	Farnell	2346624
test	1	Farnell	2346542
test	1	Farnell	2346547
test	2	Farnell	8126470
test	1	Farnell	2346633
test	1	Farnell	1281818
test	5	Farnell	1144604
